param,value,delta,reward_mean
step_tolerance,14.600,6.92,-575.137932
step_tolerance,15.369,7.68,-675.508830
step_tolerance,16.137,8.45,-741.845579
step_tolerance,16.905,9.22,-741.845579
step_tolerance,17.674,9.99,-784.211521
step_tolerance,18.442,10.76,-769.940806
step_tolerance,19.211,11.53,-725.856515
step_tolerance,19.979,12.29,-725.856515
step_tolerance,20.748,13.06,-806.164096
step_tolerance,21.516,13.83,-823.147711
step_tolerance,22.285,14.60,-873.235423
step_tolerance,23.053,15.37,-990.359064
assign_pick_weight,-1.151,-2.30,-706.756307
assign_pick_weight,-1.036,-2.19,-706.756307
assign_pick_weight,-0.921,-2.07,-706.756307
assign_pick_weight,-0.806,-1.96,-706.756307
assign_pick_weight,-0.691,-1.84,-706.756307
assign_pick_weight,-0.576,-1.73,-706.756307
assign_pick_weight,-0.461,-1.61,-706.756307
assign_pick_weight,-0.345,-1.50,-706.756307
assign_pick_weight,-0.230,-1.38,-706.756307
assign_pick_weight,-0.115,-1.27,-706.756307
assign_pick_weight,0.000,-1.15,-607.348973
assign_pick_weight,0.115,-1.04,-451.132185
assign_pick_weight,0.230,-0.92,-451.132185
assign_pick_weight,0.345,-0.81,-451.132185
assign_pick_weight,0.461,-0.69,-451.132185
assign_pick_weight,0.576,-0.58,-451.132185
assign_pick_weight,0.691,-0.46,-451.132185
assign_pick_weight,0.806,-0.35,-451.132185
assign_pick_weight,0.921,-0.23,-451.132185
assign_pick_weight,1.036,-0.12,-451.132185
assign_pick_weight,1.151,0.00,-451.132185
assign_pick_weight,1.266,0.12,-451.132185
assign_pick_weight,1.382,0.23,-451.132185
assign_pick_weight,1.497,0.35,-451.132185
assign_pick_weight,1.612,0.46,-451.132185
assign_pick_weight,1.727,0.58,-451.132185
assign_pick_weight,1.842,0.69,-451.132185
assign_pick_weight,1.957,0.81,-451.132185
assign_pick_weight,2.072,0.92,-451.132185
assign_pick_weight,2.187,1.04,-451.132185
assign_pick_weight,2.303,1.15,-451.132185
assign_pick_weight,2.418,1.27,-451.132185
assign_pick_weight,2.533,1.38,-451.132185
assign_pick_weight,2.648,1.50,-451.132185
assign_pick_weight,2.763,1.61,-451.132185
assign_pick_weight,2.878,1.73,-451.132185
assign_pick_weight,2.993,1.84,-451.132185
assign_pick_weight,3.108,1.96,-451.132185
assign_pick_weight,3.224,2.07,-451.132185
assign_pick_weight,3.339,2.19,-451.132185
assign_pick_weight,3.454,2.30,-451.132185
assign_drop_weight,-2.000,-2.00,-496.694031
assign_drop_weight,-1.900,-1.90,-430.858882
assign_drop_weight,-1.800,-1.80,-441.358257
assign_drop_weight,-1.700,-1.70,-474.858882
assign_drop_weight,-1.600,-1.60,-522.738479
assign_drop_weight,-1.500,-1.50,-469.345085
assign_drop_weight,-1.400,-1.40,-424.493043
assign_drop_weight,-1.300,-1.30,-395.631482
assign_drop_weight,-1.200,-1.20,-371.855345
assign_drop_weight,-1.100,-1.10,-408.511300
assign_drop_weight,-1.000,-1.00,-421.764369
assign_drop_weight,-0.900,-0.90,-358.574226
assign_drop_weight,-0.800,-0.80,-354.990000
assign_drop_weight,-0.700,-0.70,-374.896840
assign_drop_weight,-0.600,-0.60,-393.102692
assign_drop_weight,-0.500,-0.50,-415.598218
assign_drop_weight,-0.400,-0.40,-391.346567
assign_drop_weight,-0.300,-0.30,-384.589181
assign_drop_weight,-0.200,-0.20,-407.848453
assign_drop_weight,-0.100,-0.10,-420.477672
assign_drop_weight,0.000,0.00,-451.132185
assign_drop_weight,0.100,0.10,-545.272211
assign_drop_weight,0.200,0.20,-533.697711
assign_drop_weight,0.300,0.30,-445.005397
assign_drop_weight,0.400,0.40,-475.685774
assign_drop_weight,0.500,0.50,-529.428127
assign_drop_weight,0.600,0.60,-493.143745
assign_drop_weight,0.700,0.70,-453.727087
assign_drop_weight,0.800,0.80,-513.312042
assign_drop_weight,0.900,0.90,-521.420260
assign_drop_weight,1.000,1.00,-489.440624
assign_drop_weight,1.100,1.10,-542.754252
assign_drop_weight,1.200,1.20,-561.864018
assign_drop_weight,1.300,1.30,-463.929168
assign_drop_weight,1.400,1.40,-475.904187
assign_drop_weight,1.500,1.50,-473.581547
assign_drop_weight,1.600,1.60,-506.663992
assign_drop_weight,1.700,1.70,-521.142536
assign_drop_weight,1.800,1.80,-523.541886
assign_drop_weight,1.900,1.90,-560.545735
assign_drop_weight,2.000,2.00,-566.836242
assign_idle_bias,-3.000,-2.00,-451.132185
assign_idle_bias,-2.900,-1.90,-451.132185
assign_idle_bias,-2.800,-1.80,-451.132185
assign_idle_bias,-2.700,-1.70,-451.132185
assign_idle_bias,-2.600,-1.60,-451.132185
assign_idle_bias,-2.500,-1.50,-451.132185
assign_idle_bias,-2.400,-1.40,-451.132185
assign_idle_bias,-2.300,-1.30,-451.132185
assign_idle_bias,-2.200,-1.20,-451.132185
assign_idle_bias,-2.100,-1.10,-451.132185
assign_idle_bias,-2.000,-1.00,-451.132185
assign_idle_bias,-1.900,-0.90,-451.132185
assign_idle_bias,-1.800,-0.80,-451.132185
assign_idle_bias,-1.700,-0.70,-451.132185
assign_idle_bias,-1.600,-0.60,-451.132185
assign_idle_bias,-1.500,-0.50,-451.132185
assign_idle_bias,-1.400,-0.40,-451.132185
assign_idle_bias,-1.300,-0.30,-451.132185
assign_idle_bias,-1.200,-0.20,-451.132185
assign_idle_bias,-1.100,-0.10,-451.132185
assign_idle_bias,-1.000,0.00,-451.132185
assign_idle_bias,-0.900,0.10,-451.132185
assign_idle_bias,-0.800,0.20,-451.132185
assign_idle_bias,-0.700,0.30,-451.132185
assign_idle_bias,-0.600,0.40,-451.132185
assign_idle_bias,-0.500,0.50,-451.132185
assign_idle_bias,-0.400,0.60,-451.132185
assign_idle_bias,-0.300,0.70,-451.132185
assign_idle_bias,-0.200,0.80,-451.132185
assign_idle_bias,-0.100,0.90,-451.132185
assign_idle_bias,0.000,1.00,-451.132185
assign_idle_bias,0.100,1.10,-451.132185
assign_idle_bias,0.200,1.20,-451.132185
assign_idle_bias,0.300,1.30,-451.132185
assign_idle_bias,0.400,1.40,-451.132185
assign_idle_bias,0.500,1.50,-451.132185
assign_idle_bias,0.600,1.60,-451.132185
assign_idle_bias,0.700,1.70,-451.132185
assign_idle_bias,0.800,1.80,-451.132185
assign_idle_bias,0.900,1.90,-451.132185
assign_idle_bias,1.000,2.00,-451.132185
congestion_weight,-8.072,-5.38,-451.132185
congestion_weight,-7.803,-5.11,-451.132185
congestion_weight,-7.534,-4.84,-451.132185
congestion_weight,-7.265,-4.57,-451.132185
congestion_weight,-6.996,-4.31,-451.132185
congestion_weight,-6.727,-4.04,-451.132185
congestion_weight,-6.458,-3.77,-451.132185
congestion_weight,-6.189,-3.50,-451.132185
congestion_weight,-5.920,-3.23,-451.132185
congestion_weight,-5.650,-2.96,-451.132185
congestion_weight,-5.381,-2.69,-451.132185
congestion_weight,-5.112,-2.42,-451.132185
congestion_weight,-4.843,-2.15,-451.132185
congestion_weight,-4.574,-1.88,-451.132185
congestion_weight,-4.305,-1.61,-451.132185
congestion_weight,-4.036,-1.35,-451.132185
congestion_weight,-3.767,-1.08,-451.132185
congestion_weight,-3.498,-0.81,-451.132185
congestion_weight,-3.229,-0.54,-451.132185
congestion_weight,-2.960,-0.27,-451.132185
congestion_weight,-2.691,0.00,-451.132185
congestion_weight,-2.422,0.27,-451.132185
congestion_weight,-2.153,0.54,-451.132185
congestion_weight,-1.883,0.81,-451.132185
congestion_weight,-1.614,1.08,-451.132185
congestion_weight,-1.345,1.35,-451.132185
congestion_weight,-1.076,1.61,-451.132185
congestion_weight,-0.807,1.88,-451.132185
congestion_weight,-0.538,2.15,-451.132185
congestion_weight,-0.269,2.42,-451.132185
congestion_weight,0.000,2.69,-452.632185
congestion_weight,0.269,2.96,-453.412185
congestion_weight,0.538,3.23,-453.412185
congestion_weight,0.807,3.50,-453.412185
congestion_weight,1.076,3.77,-453.412185
congestion_weight,1.345,4.04,-453.412185
congestion_weight,1.614,4.31,-453.412185
congestion_weight,1.883,4.57,-453.412185
congestion_weight,2.153,4.84,-453.412185
congestion_weight,2.422,5.11,-453.412185
congestion_weight,2.691,5.38,-453.512185
