param,value,delta,reward_mean
idle_bias,5.544,2.08,-57.283404
idle_bias,5.890,2.43,-57.283404
idle_bias,6.237,2.77,-57.283404
idle_bias,6.583,3.12,-57.153404
idle_bias,6.930,3.46,-48.964681
idle_bias,7.276,3.81,-56.541277
idle_bias,7.623,4.16,-56.461277
idle_bias,7.969,4.50,-48.654894
idle_bias,8.316,4.85,-48.521702
idle_bias,8.662,5.20,-40.250000
idle_bias,9.009,5.54,-40.070000
idle_bias,9.355,5.89,-40.070000
idle_bias,9.702,6.24,-58.630851
idle_bias,10.048,6.58,-58.630851
idle_bias,10.394,6.93,-58.480851
idle_penalty,-997.994,-1995.99,-449.403830
idle_penalty,-898.195,-1896.19,-449.403830
idle_penalty,-798.395,-1796.39,-449.403830
idle_penalty,-698.596,-1696.59,-449.403830
idle_penalty,-598.796,-1596.79,-449.403830
idle_penalty,-498.997,-1496.99,-449.403830
idle_penalty,-399.198,-1397.19,-449.403830
idle_penalty,-299.398,-1297.39,-449.403830
idle_penalty,-199.599,-1197.59,-449.403830
idle_penalty,-99.799,-1097.79,-449.403830
idle_penalty,0.000,-997.99,-242.486596
idle_penalty,99.799,-898.19,-231.670000
idle_penalty,199.599,-798.40,-160.080213
idle_penalty,299.398,-698.60,-105.191489
idle_penalty,399.198,-598.80,-78.211489
idle_penalty,498.997,-499.00,-78.211489
idle_penalty,598.796,-399.20,-78.211489
idle_penalty,698.596,-299.40,-78.211489
idle_penalty,798.395,-199.60,-78.211489
idle_penalty,898.195,-99.80,-78.211489
idle_penalty,997.994,0.00,-78.211489
idle_penalty,1097.793,99.80,-78.211489
idle_penalty,1197.593,199.60,-78.211489
idle_penalty,1297.392,299.40,-78.211489
idle_penalty,1397.192,399.20,-78.211489
idle_penalty,1496.991,499.00,-78.211489
idle_penalty,1596.790,598.80,-78.211489
idle_penalty,1696.590,698.60,-78.211489
idle_penalty,1796.389,798.40,-78.211489
idle_penalty,1896.189,898.19,-78.211489
idle_penalty,1995.988,997.99,-78.211489
idle_penalty,2095.787,1097.79,-78.211489
idle_penalty,2195.587,1197.59,-78.211489
idle_penalty,2295.386,1297.39,-78.211489
idle_penalty,2395.186,1397.19,-78.211489
idle_penalty,2494.985,1496.99,-78.211489
idle_penalty,2594.784,1596.79,-78.211489
idle_penalty,2694.584,1696.59,-78.211489
idle_penalty,2794.383,1796.39,-78.211489
idle_penalty,2894.183,1896.19,-78.211489
idle_penalty,2993.982,1995.99,-78.211489
step_tolerance,-7.716,-15.43,-987.094468
step_tolerance,-6.945,-14.66,-987.094468
step_tolerance,-6.173,-13.89,-987.094468
step_tolerance,-5.401,-13.12,-987.094468
step_tolerance,-4.630,-12.35,-987.094468
step_tolerance,-3.858,-11.57,-987.094468
step_tolerance,-3.086,-10.80,-987.094468
step_tolerance,-2.315,-10.03,-987.094468
step_tolerance,-1.543,-9.26,-987.094468
step_tolerance,-0.772,-8.49,-987.094468
step_tolerance,0.000,-7.72,-986.478723
step_tolerance,0.772,-6.94,-986.478723
step_tolerance,1.543,-6.17,-981.018723
step_tolerance,2.315,-5.40,-858.843830
step_tolerance,3.086,-4.63,-230.144255
step_tolerance,3.858,-3.86,-230.144255
step_tolerance,4.630,-3.09,-177.413830
step_tolerance,5.401,-2.31,-108.859787
step_tolerance,6.173,-1.54,-78.211489
step_tolerance,6.945,-0.77,-78.211489
step_tolerance,7.716,0.00,-78.211489
step_tolerance,8.488,0.77,-78.211489
step_tolerance,9.259,1.54,-78.211489
step_tolerance,10.031,2.31,-78.211489
step_tolerance,10.803,3.09,-78.211489
step_tolerance,11.574,3.86,-78.211489
step_tolerance,12.346,4.63,-78.211489
step_tolerance,13.118,5.40,-78.211489
step_tolerance,13.889,6.17,-78.211489
step_tolerance,14.661,6.94,-78.211489
step_tolerance,15.432,7.72,-78.211489
step_tolerance,16.204,8.49,-78.211489
step_tolerance,16.976,9.26,-78.211489
step_tolerance,17.747,10.03,-78.211489
step_tolerance,18.519,10.80,-78.211489
step_tolerance,19.290,11.57,-78.211489
step_tolerance,20.062,12.35,-78.211489
step_tolerance,20.834,13.12,-78.211489
step_tolerance,21.605,13.89,-78.211489
step_tolerance,22.377,14.66,-78.211489
step_tolerance,23.149,15.43,-78.211489
assign_pick_weight,-3.823,-7.65,-346.412340
assign_pick_weight,-3.440,-7.26,-347.118298
assign_pick_weight,-3.058,-6.88,-363.091915
assign_pick_weight,-2.676,-6.50,-362.132128
assign_pick_weight,-2.294,-6.12,-387.426596
assign_pick_weight,-1.911,-5.73,-454.994255
assign_pick_weight,-1.529,-5.35,-371.894681
assign_pick_weight,-1.147,-4.97,-351.567234
assign_pick_weight,-0.765,-4.59,-331.334255
assign_pick_weight,-0.382,-4.20,-376.921064
assign_pick_weight,0.000,-3.82,-252.584255
assign_pick_weight,0.382,-3.44,-152.943830
assign_pick_weight,0.765,-3.06,-31.979574
assign_pick_weight,1.147,-2.68,-52.897021
assign_pick_weight,1.529,-2.29,-61.907234
assign_pick_weight,1.911,-1.91,-96.609362
assign_pick_weight,2.294,-1.53,-51.311064
assign_pick_weight,2.676,-1.15,-87.532128
assign_pick_weight,3.058,-0.76,-140.141277
assign_pick_weight,3.440,-0.38,-131.523191
assign_pick_weight,3.823,0.00,-78.211489
assign_pick_weight,4.205,0.38,-104.522553
assign_pick_weight,4.587,0.76,-85.865106
assign_pick_weight,4.969,1.15,-69.560000
assign_pick_weight,5.352,1.53,-29.231489
assign_pick_weight,5.734,1.91,-25.645745
assign_pick_weight,6.116,2.29,-40.427021
assign_pick_weight,6.498,2.68,-29.990851
assign_pick_weight,6.881,3.06,-18.834255
assign_pick_weight,7.263,3.44,-10.712128
assign_pick_weight,7.645,3.82,9.728511
assign_pick_weight,8.027,4.20,18.668085
assign_pick_weight,8.410,4.59,18.338085
assign_pick_weight,8.792,4.97,2.743830
assign_pick_weight,9.174,5.35,2.343830
assign_pick_weight,9.556,5.73,11.537234
assign_pick_weight,9.939,6.12,10.611064
assign_pick_weight,10.321,6.50,16.641064
assign_pick_weight,10.703,6.88,10.987447
assign_pick_weight,11.085,7.26,10.657447
assign_pick_weight,11.468,7.65,10.837447
assign_drop_weight,-1.011,-2.00,-14.295319
assign_drop_weight,-0.911,-1.90,-0.025106
assign_drop_weight,-0.811,-1.80,18.834043
assign_drop_weight,-0.711,-1.70,3.182340
assign_drop_weight,-0.611,-1.60,41.607872
assign_drop_weight,-0.511,-1.50,49.773830
assign_drop_weight,-0.411,-1.40,28.339362
assign_drop_weight,-0.311,-1.30,35.352340
assign_drop_weight,-0.211,-1.20,51.321702
assign_drop_weight,-0.111,-1.10,24.887447
assign_drop_weight,-0.011,-1.00,-33.737021
assign_drop_weight,0.089,-0.90,2.830638
assign_drop_weight,0.189,-0.80,6.067234
assign_drop_weight,0.289,-0.70,17.735319
assign_drop_weight,0.389,-0.60,17.127234
assign_drop_weight,0.489,-0.50,4.228511
assign_drop_weight,0.589,-0.40,-30.722766
assign_drop_weight,0.689,-0.30,-30.931064
assign_drop_weight,0.789,-0.20,-76.315745
assign_drop_weight,0.889,-0.10,-102.325745
assign_drop_weight,0.989,0.00,-78.211489
assign_drop_weight,1.089,0.10,-117.610000
assign_drop_weight,1.189,0.20,-149.123830
assign_drop_weight,1.289,0.30,-85.422766
assign_drop_weight,1.389,0.40,-79.490213
assign_drop_weight,1.489,0.50,-73.815532
assign_drop_weight,1.589,0.60,-50.581915
assign_drop_weight,1.689,0.70,-60.242766
assign_drop_weight,1.789,0.80,-68.059787
assign_drop_weight,1.889,0.90,-83.385532
assign_drop_weight,1.989,1.00,-90.698723
assign_drop_weight,2.089,1.10,-90.251915
assign_drop_weight,2.189,1.20,-81.481915
assign_drop_weight,2.289,1.30,-103.412340
assign_drop_weight,2.389,1.40,-92.041915
assign_drop_weight,2.489,1.50,-78.218511
assign_drop_weight,2.589,1.60,-55.538936
assign_drop_weight,2.689,1.70,-85.002128
assign_drop_weight,2.789,1.80,-78.861702
assign_drop_weight,2.889,1.90,-56.232128
assign_drop_weight,2.989,2.00,-56.271915
assign_idle_bias,-3.000,-2.00,-78.211489
assign_idle_bias,-2.900,-1.90,-78.211489
assign_idle_bias,-2.800,-1.80,-78.211489
assign_idle_bias,-2.700,-1.70,-78.211489
assign_idle_bias,-2.600,-1.60,-78.211489
assign_idle_bias,-2.500,-1.50,-78.211489
assign_idle_bias,-2.400,-1.40,-78.211489
assign_idle_bias,-2.300,-1.30,-78.211489
assign_idle_bias,-2.200,-1.20,-78.211489
assign_idle_bias,-2.100,-1.10,-78.211489
assign_idle_bias,-2.000,-1.00,-78.211489
assign_idle_bias,-1.900,-0.90,-78.211489
assign_idle_bias,-1.800,-0.80,-78.211489
assign_idle_bias,-1.700,-0.70,-78.211489
assign_idle_bias,-1.600,-0.60,-78.211489
assign_idle_bias,-1.500,-0.50,-78.211489
assign_idle_bias,-1.400,-0.40,-78.211489
assign_idle_bias,-1.300,-0.30,-78.211489
assign_idle_bias,-1.200,-0.20,-78.211489
assign_idle_bias,-1.100,-0.10,-78.211489
assign_idle_bias,-1.000,0.00,-78.211489
assign_idle_bias,-0.900,0.10,-78.211489
assign_idle_bias,-0.800,0.20,-78.211489
assign_idle_bias,-0.700,0.30,-78.211489
assign_idle_bias,-0.600,0.40,-78.211489
assign_idle_bias,-0.500,0.50,-78.211489
assign_idle_bias,-0.400,0.60,-78.211489
assign_idle_bias,-0.300,0.70,-78.211489
assign_idle_bias,-0.200,0.80,-78.211489
assign_idle_bias,-0.100,0.90,-78.211489
assign_idle_bias,0.000,1.00,-78.211489
assign_idle_bias,0.100,1.10,-78.211489
assign_idle_bias,0.200,1.20,-78.211489
assign_idle_bias,0.300,1.30,-78.211489
assign_idle_bias,0.400,1.40,-78.211489
assign_idle_bias,0.500,1.50,-78.211489
assign_idle_bias,0.600,1.60,-78.211489
assign_idle_bias,0.700,1.70,-78.211489
assign_idle_bias,0.800,1.80,-78.211489
assign_idle_bias,0.900,1.90,-78.211489
assign_idle_bias,1.000,2.00,-78.211489
congestion_weight,-2.141,-2.00,-46.363830
congestion_weight,-2.041,-1.90,-46.363830
congestion_weight,-1.941,-1.80,-46.363830
congestion_weight,-1.841,-1.70,-46.363830
congestion_weight,-1.741,-1.60,-64.771915
congestion_weight,-1.641,-1.50,-58.033830
congestion_weight,-1.541,-1.40,-66.502553
congestion_weight,-1.441,-1.30,-66.502553
congestion_weight,-1.341,-1.20,-66.502553
congestion_weight,-1.241,-1.10,-66.522553
congestion_weight,-1.141,-1.00,-66.522553
congestion_weight,-1.041,-0.90,-66.522553
congestion_weight,-0.941,-0.80,-66.522553
congestion_weight,-0.841,-0.70,-74.995106
congestion_weight,-0.741,-0.60,-75.075106
congestion_weight,-0.641,-0.50,-75.075106
congestion_weight,-0.541,-0.40,-74.835106
congestion_weight,-0.441,-0.30,-74.835106
congestion_weight,-0.341,-0.20,-84.291489
congestion_weight,-0.241,-0.10,-84.211489
congestion_weight,-0.141,0.00,-78.211489
congestion_weight,-0.041,0.10,-78.091489
congestion_weight,0.059,0.20,-120.769574
congestion_weight,0.159,0.30,-120.769574
congestion_weight,0.259,0.40,-120.769574
congestion_weight,0.359,0.50,-120.769574
congestion_weight,0.459,0.60,-110.764043
congestion_weight,0.559,0.70,-119.527660
congestion_weight,0.659,0.80,-119.527660
congestion_weight,0.759,0.90,-128.505532
congestion_weight,0.859,1.00,-125.147660
congestion_weight,0.959,1.10,-125.147660
congestion_weight,1.059,1.20,-125.107660
congestion_weight,1.159,1.30,-119.797660
congestion_weight,1.259,1.40,-119.427660
congestion_weight,1.359,1.50,-129.067234
congestion_weight,1.459,1.60,-129.067234
congestion_weight,1.559,1.70,-135.137234
congestion_weight,1.659,1.80,-135.137234
congestion_weight,1.759,1.90,-135.047234
congestion_weight,1.859,2.00,-135.047234
